"Date","Price","Open","High","Low","Vol.","Change %"
"May 31, 2017","1,197.46","1,201.58","1,210.07","1,195.62","578.13M","0.16%"
"May 30, 2017","1,195.50","1,201.83","1,203.72","1,192.87","442.41M","-0.43%"
"May 29, 2017","1,200.62","1,200.72","1,206.44","1,197.87","266.02M","0.20%"
"May 26, 2017","1,198.27","1,201.03","1,204.08","1,193.51","439.15M","-0.23%"
"May 25, 2017","1,201.03","1,207.74","1,208.16","1,197.07","659.45M","-0.73%"
"May 24, 2017","1,209.89","1,201.62","1,216.25","1,201.58","802.72M","0.68%"
"May 23, 2017","1,201.72","1,183.68","1,202.47","1,182.30","591.61M","1.29%"
"May 22, 2017","1,186.38","1,180.00","1,187.22","1,179.94","517.16M","1.33%"
"May 18, 2017","1,170.76","1,174.06","1,176.24","1,160.59","571.47M","-0.57%"
"May 17, 2017","1,177.51","1,179.76","1,189.46","1,173.06","794.92M","-0.53%"
"May 16, 2017","1,183.75","1,181.00","1,186.00","1,177.02","686.19M","0.69%"
"May 15, 2017","1,175.61","1,175.80","1,179.04","1,170.53","405.25M","0.61%"
"May 12, 2017","1,168.49","1,172.68","1,178.51","1,164.26","517.52M","-0.16%"
"May 11, 2017","1,170.35","1,188.76","1,188.85","1,168.85","647.81M","-1.24%"
"May 10, 2017","1,185.02","1,170.78","1,185.07","1,168.91","685.53M","0.96%"
"May 09, 2017","1,173.70","1,153.57","1,173.92","1,151.45","622.03M","1.77%"
"May 08, 2017","1,153.25","1,160.78","1,163.41","1,151.55","569.68M","-0.15%"
"May 05, 2017","1,155.02","1,143.93","1,157.80","1,143.93","523.91M","1.03%"
"May 04, 2017","1,143.19","1,151.36","1,156.71","1,142.55","531.74M","-0.93%"
"May 03, 2017","1,153.91","1,160.80","1,164.50","1,151.10","422.43M","-0.57%"
"May 02, 2017","1,160.55","1,170.50","1,174.42","1,159.85","461.28M","-0.52%"
"Apr 28, 2017","1,166.65","1,162.51","1,170.43","1,156.22","536.88M","0.50%"
"Apr 27, 2017","1,160.90","1,166.11","1,172.90","1,159.66","545.01M","-0.26%"
"Apr 26, 2017","1,163.93","1,165.98","1,171.09","1,160.87","684.61M","-0.12%"
"Apr 25, 2017","1,165.35","1,159.36","1,165.35","1,146.25","596.15M","0.98%"
"Apr 24, 2017","1,154.01","1,142.50","1,154.01","1,140.35","583.30M","1.55%"
"Apr 21, 2017","1,136.38","1,138.47","1,142.39","1,134.65","525.76M","0.55%"
"Apr 20, 2017","1,130.19","1,119.46","1,131.32","1,118.74","554.03M","1.34%"
"Apr 19, 2017","1,115.20","1,125.28","1,129.10","1,110.46","656.17M","-0.68%"
"Apr 18, 2017","1,122.82","1,110.65","1,131.38","1,109.26","593.18M","0.87%"
"Apr 17, 2017","1,113.16","1,115.09","1,118.36","1,106.01","479.09M","0.50%"
"Apr 14, 2017","1,107.57","1,101.66","1,114.32","1,097.20","295.73M","0.32%"
"Apr 13, 2017","1,104.09","1,120.86","1,121.83","1,102.54","416.41M","-1.22%"
"Apr 12, 2017","1,117.70","1,121.59","1,125.41","1,117.65","384.71M","0.05%"
"Apr 11, 2017","1,117.11","1,121.82","1,128.96","1,115.59","560.55M","-0.39%"
"Apr 10, 2017","1,121.44","1,087.29","1,122.80","1,086.63","685.84M","3.44%"
"Apr 07, 2017","1,084.11","1,081.10","1,087.61","1,081.02","344.44M","-0.11%"
"Apr 06, 2017","1,085.26","1,083.95","1,088.04","1,083.19","333.73M","-0.45%"
"Apr 05, 2017","1,090.13","1,079.14","1,090.13","1,078.19","426.36M","0.54%"
"Apr 04, 2017","1,084.24","1,077.53","1,086.75","1,076.37","326.50M","-0.19%"
"Apr 03, 2017","1,086.29","1,091.30","1,091.33","1,084.93","269.07M","-0.35%"
"Mar 31, 2017","1,090.14","1,094.48","1,098.61","1,089.18","340.83M","-0.45%"
"Mar 30, 2017","1,095.09","1,096.71","1,099.73","1,092.48","303.89M","0.00%"
"Mar 29, 2017","1,095.09","1,094.58","1,097.98","1,088.99","511.27M","-1.07%"
"Mar 28, 2017","1,106.88","1,105.87","1,108.75","1,102.16","397.85M","0.61%"
"Mar 27, 2017","1,100.19","1,107.49","1,108.53","1,097.18","446.42M","-0.80%"
"Mar 24, 2017","1,109.07","1,101.49","1,109.07","1,098.91","367.98M","0.79%"
"Mar 23, 2017","1,100.34","1,105.43","1,106.22","1,098.38","380.22M","-0.11%"
"Mar 22, 2017","1,101.53","1,103.34","1,106.19","1,094.29","433.67M","-0.95%"
"Mar 21, 2017","1,112.04","1,120.24","1,124.38","1,109.81","449.77M","-0.41%"
"Mar 20, 2017","1,116.67","1,108.00","1,116.67","1,106.56","259.29M","0.48%"
"Mar 17, 2017","1,111.33","1,111.86","1,116.35","1,107.01","399.47M","0.26%"
"Mar 16, 2017","1,108.40","1,109.49","1,115.66","1,106.38","439.49M","0.99%"
"Mar 15, 2017","1,097.50","1,095.63","1,104.48","1,095.63","428.91M","0.42%"
"Mar 14, 2017","1,092.94","1,098.87","1,099.49","1,092.58","364.66M","-0.38%"
"Mar 13, 2017","1,097.08","1,098.61","1,100.02","1,089.72","294.87M","-0.23%"
"Mar 10, 2017","1,099.61","1,095.86","1,103.76","1,095.69","327.75M","0.74%"
"Mar 09, 2017","1,091.55","1,095.04","1,098.31","1,087.43","403.40M","-0.63%"
"Mar 08, 2017","1,098.51","1,116.92","1,117.68","1,093.54","576.77M","-1.57%"
"Mar 07, 2017","1,116.08","1,124.31","1,124.66","1,113.67","409.07M","-0.35%"
"Mar 06, 2017","1,120.05","1,106.52","1,124.98","1,106.52","462.05M","1.62%"
"Mar 03, 2017","1,102.17","1,104.23","1,104.38","1,097.15","469.27M","-0.27%"
"Mar 02, 2017","1,105.13","1,098.75","1,106.30","1,098.41","469.39M","0.69%"
"Mar 01, 2017","1,097.52","1,077.02","1,097.66","1,075.89","607.11M","2.18%"
"Feb 28, 2017","1,074.07","1,076.58","1,080.11","1,070.90","613.20M","-0.30%"
"Feb 27, 2017","1,077.30","1,085.56","1,087.06","1,076.50","330.25M","-0.60%"
"Feb 24, 2017","1,083.78","1,095.72","1,096.13","1,078.70","449.24M","-1.03%"
"Feb 23, 2017","1,095.10","1,091.08","1,096.98","1,089.56","434.13M","0.71%"
"Feb 22, 2017","1,087.33","1,090.15","1,093.75","1,072.24","440.05M","-0.47%"
"Feb 21, 2017","1,092.43","1,089.30","1,096.71","1,089.30","353.22M","0.42%"
"Feb 20, 2017","1,087.84","1,099.64","1,101.07","1,085.90","458.18M","-0.30%"
"Feb 17, 2017","1,091.12","1,081.24","1,093.18","1,080.31","383.08M","0.83%"
"Feb 16, 2017","1,082.12","1,082.93","1,085.54","1,079.09","389.26M","0.40%"
"Feb 15, 2017","1,077.81","1,083.29","1,086.95","1,075.40","544.42M","-0.25%"
"Feb 14, 2017","1,080.49","1,089.15","1,089.43","1,072.09","651.71M","-0.51%"
"Feb 13, 2017","1,086.02","1,074.17","1,089.36","1,071.55","426.84M","1.38%"
"Feb 10, 2017","1,071.24","1,093.53","1,096.99","1,069.00","618.85M","-1.72%"
"Feb 09, 2017","1,090.02","1,083.62","1,092.38","1,076.65","614.47M","0.72%"
"Feb 08, 2017","1,082.24","1,073.82","1,084.50","1,069.89","537.62M","0.92%"
"Feb 07, 2017","1,072.42","1,067.79","1,080.44","1,064.36","576.66M","0.13%"
"Feb 06, 2017","1,071.01","1,095.18","1,100.94","1,070.89","696.22M","-1.32%"
"Feb 03, 2017","1,085.31","1,071.00","1,085.31","1,066.81","564.76M","1.24%"
"Feb 02, 2017","1,072.07","1,069.43","1,075.55","1,064.38","658.50M","0.62%"
"Feb 01, 2017","1,065.45","1,059.62","1,066.27","1,054.09","536.14M","0.66%"
"Jan 31, 2017","1,058.50","1,057.87","1,063.45","1,052.88","699.14M","0.10%"
"Jan 30, 2017","1,057.45","1,023.73","1,058.38","1,023.35","815.31M","3.10%"
"Jan 27, 2017","1,025.63","1,020.70","1,029.52","1,019.06","404.40M","0.14%"
"Jan 26, 2017","1,024.24","1,018.73","1,026.63","1,011.92","542.14M","0.92%"
"Jan 25, 2017","1,014.86","1,027.47","1,029.42","1,010.75","532.18M","-1.37%"
"Jan 24, 2017","1,028.94","1,015.10","1,029.90","1,010.97","729.72M","1.55%"
"Jan 23, 2017","1,013.25","1,017.52","1,019.42","1,011.13","403.94M","-0.02%"
"Jan 20, 2017","1,013.43","1,004.29","1,015.81","999.77","432.13M","0.96%"
"Jan 19, 2017","1,003.79","1,011.35","1,016.20","1,000.66","591.12M","-0.52%"
"Jan 18, 2017","1,009.00","1,005.42","1,010.08","999.84","705.93M","0.52%"
"Jan 17, 2017","1,003.75","1,001.23","1,006.61","995.31","725.11M","0.76%"
"Jan 16, 2017","996.14","997.16","1,002.64","992.17","542.92M","0.01%"
"Jan 13, 2017","996.07","985.83","997.55","980.37","864.72M","0.86%"
"Jan 12, 2017","987.62","948.71","990.65","947.11","1.14B","4.56%"
"Jan 11, 2017","944.57","937.29","946.32","931.19","564.66M","0.34%"
"Jan 10, 2017","941.34","939.68","946.03","938.04","542.61M","-0.12%"
"Jan 09, 2017","942.47","934.50","945.37","932.50","356.17M","0.38%"
"Jan 06, 2017","938.92","928.54","939.64","926.90","359.51M","0.90%"
"Jan 05, 2017","930.53","929.43","935.01","920.77","633.35M","0.44%"
"Jan 04, 2017","926.45","935.75","938.32","922.78","471.80M","-0.75%"
"Jan 03, 2017","933.42","950.11","951.19","933.35","503.60M","-1.62%"
"Jan 02, 2017","948.76","951.96","952.63","947.34","166.20M","-0.65%"
"Dec 30, 2016","954.99","953.21","957.10","950.58","189.53M","0.33%"
"Dec 29, 2016","951.84","948.37","953.93","947.72","204.54M","0.27%"
"Dec 28, 2016","949.30","938.54","949.61","936.07","245.10M","1.10%"
"Dec 27, 2016","939.01","944.00","945.36","937.38","148.53M","-0.34%"
"Dec 26, 2016","942.21","943.34","945.34","942.21","54.74M","0.01%"
"Dec 23, 2016","942.10","947.72","949.52","941.03","198.58M","-0.56%"
"Dec 22, 2016","947.42","950.41","952.22","945.49","270.73M","-0.18%"
"Dec 21, 2016","949.13","954.40","956.54","948.49","315.84M","-0.32%"
"Dec 20, 2016","952.22","942.61","953.02","940.58","356.82M","0.84%"
"Dec 19, 2016","944.31","952.60","954.38","944.31","361.54M","-0.67%"
"Dec 16, 2016","950.69","953.78","954.87","948.42","397.28M","-0.16%"
"Dec 15, 2016","952.21","935.39","952.21","934.40","600.57M","1.02%"
"Dec 14, 2016","942.60","941.94","944.80","936.47","324.06M","-0.08%"
"Dec 13, 2016","943.33","937.14","943.62","933.90","454.93M","1.07%"
"Dec 12, 2016","933.38","921.96","933.38","916.12","346.68M","0.70%"
"Dec 09, 2016","926.91","931.90","932.85","925.01","309.83M","-0.29%"
"Dec 08, 2016","929.62","933.38","936.05","919.19","503.42M","-0.09%"
"Dec 07, 2016","930.45","922.93","931.93","919.86","534.54M","0.82%"
"Dec 06, 2016","922.86","904.72","923.24","904.72","514.65M","2.56%"
"Dec 05, 2016","899.80","893.64","907.84","892.99","482.80M","0.19%"
"Dec 02, 2016","898.08","888.39","900.27","877.55","507.28M","1.26%"
"Dec 01, 2016","886.91","905.45","905.77","884.98","425.27M","-1.92%"
"Nov 30, 2016","904.30","911.10","911.78","900.06","454.67M","-0.33%"
"Nov 29, 2016","907.27","915.28","919.01","907.06","405.50M","-1.13%"
"Nov 28, 2016","917.65","917.32","921.55","916.08","356.79M","0.91%"
"Nov 25, 2016","909.35","904.83","912.06","901.06","400.59M","0.31%"
"Nov 24, 2016","906.57","915.69","928.31","905.46","604.86M","-1.12%"
"Nov 23, 2016","916.81","929.31","930.55","916.07","377.21M","-0.98%"
"Nov 22, 2016","925.93","922.53","931.65","920.94","365.57M","0.30%"
"Nov 21, 2016","923.20","927.18","927.88","918.02","379.30M","-0.12%"
"Nov 18, 2016","924.29","913.84","926.36","909.10","452.44M","0.80%"
"Nov 17, 2016","916.96","915.67","924.16","913.35","386.29M","0.48%"
"Nov 16, 2016","912.61","920.61","921.53","908.19","427.10M","-0.61%"
"Nov 15, 2016","918.25","912.06","919.64","911.10","429.06M","1.11%"
"Nov 14, 2016","908.14","919.95","920.98","906.15","420.87M","-0.96%"
"Nov 11, 2016","916.98","930.02","932.62","916.98","463.62M","-1.61%"
"Nov 10, 2016","932.01","938.58","941.81","932.01","486.02M","0.22%"
"Nov 09, 2016","929.93","910.63","930.92","909.95","519.93M","-0.39%"
"Nov 08, 2016","933.60","923.40","933.94","917.59","453.46M","1.03%"
"Nov 07, 2016","924.11","918.53","927.45","918.53","436.41M","1.88%"
"Nov 04, 2016","907.06","926.16","929.03","906.86","587.18M","-3.24%"
"Nov 03, 2016","937.43","945.23","948.17","936.80","355.03M","-0.63%"
"Nov 02, 2016","943.39","945.46","948.97","943.22","325.50M","-0.37%"
"Nov 01, 2016","946.93","963.34","965.45","946.05","402.42M","-1.38%"
"Oct 31, 2016","960.18","959.81","963.73","955.41","243.89M","0.33%"
"Oct 28, 2016","957.01","958.99","961.36","953.33","178.61M","-0.43%"
"Oct 27, 2016","961.10","969.99","971.69","960.16","313.47M","-0.99%"
"Oct 26, 2016","970.74","971.39","973.64","965.38","365.46M","-0.00%"
"Oct 25, 2016","970.75","976.85","982.23","969.69","386.08M","-0.69%"
"Oct 24, 2016","977.49","968.51","979.20","967.86","346.52M","1.43%"
"Oct 21, 2016","963.74","969.80","969.99","961.95","291.91M","-0.56%"
"Oct 20, 2016","969.21","969.86","972.81","966.16","450.52M","0.09%"
"Oct 19, 2016","968.38","961.28","969.28","959.34","444.32M","1.16%"
"Oct 18, 2016","957.23","949.51","958.36","949.51","494.49M","1.29%"
"Oct 17, 2016","945.02","945.05","948.03","938.88","347.36M","-0.17%"
"Oct 14, 2016","946.66","941.41","948.55","936.97","364.88M","0.92%"
"Oct 13, 2016","938.00","945.54","947.59","935.31","469.88M","-0.87%"
"Oct 12, 2016","946.22","951.24","953.72","941.89","397.55M","-0.22%"
"Oct 11, 2016","948.29","949.98","951.50","943.25","359.96M","-0.33%"
"Oct 10, 2016","951.47","957.22","959.61","949.11","361.82M","-0.19%"
"Oct 07, 2016","953.32","954.87","959.92","949.01","355.40M","0.08%"
"Oct 06, 2016","952.59","956.76","961.73","951.86","416.22M","0.03%"
"Oct 05, 2016","952.26","937.03","954.03","934.05","472.40M","1.10%"
"Oct 04, 2016","941.94","945.73","948.16","939.80","365.39M","-0.30%"
"Oct 03, 2016","944.78","941.76","948.04","941.76","281.52M","0.89%"
"Sep 30, 2016","936.43","938.70","939.79","932.17","311.94M","-0.79%"
"Sep 29, 2016","943.84","953.44","954.07","939.96","409.59M","-0.87%"
"Sep 28, 2016","952.10","947.08","954.08","946.28","387.65M","0.65%"
"Sep 27, 2016","945.97","943.49","949.59","939.11","429.61M","0.58%"
"Sep 26, 2016","940.48","934.05","944.31","933.05","555.60M","-3.92%"
"Sep 23, 2016","978.81","979.93","983.96","976.30","402.76M","-0.14%"
"Sep 22, 2016","980.15","967.53","981.47","966.43","562.94M","2.61%"
"Sep 21, 2016","955.25","949.77","958.42","945.29","364.58M","0.77%"
"Sep 20, 2016","947.99","952.17","953.37","944.21","300.80M","-0.52%"
"Sep 19, 2016","952.99","939.06","954.11","938.98","310.02M","2.17%"
"Sep 16, 2016","932.73","947.33","948.59","932.48","342.04M","-1.43%"
"Sep 09, 2016","946.27","954.18","955.38","945.71","390.99M","-1.10%"
"Sep 08, 2016","956.75","956.85","961.36","951.44","358.00M","0.29%"
"Sep 07, 2016","954.01","961.15","962.02","951.48","280.68M","-0.44%"
"Sep 06, 2016","958.26","957.89","960.81","954.08","313.96M","0.30%"
"Sep 05, 2016","955.40","949.28","955.82","948.17","328.19M","1.21%"
"Sep 02, 2016","943.95","932.89","945.02","931.96","340.43M","1.44%"
"Sep 01, 2016","930.58","934.72","937.07","929.11","286.96M","-0.12%"
"Aug 31, 2016","931.70","932.55","938.69","930.33","338.31M","-0.13%"
"Aug 29, 2016","932.87","941.64","944.13","931.97","225.50M","-1.46%"
"Aug 26, 2016","946.68","941.05","949.02","934.52","319.54M","0.50%"
"Aug 25, 2016","941.98","939.00","944.69","937.60","379.76M","0.77%"
"Aug 24, 2016","934.82","937.14","937.16","922.51","460.12M","-1.63%"
"Aug 23, 2016","950.32","961.14","962.34","950.32","411.63M","-0.78%"
"Aug 22, 2016","957.81","955.80","960.22","951.91","300.49M","-0.37%"
"Aug 19, 2016","961.37","958.58","962.15","949.63","287.94M","0.28%"
"Aug 18, 2016","958.64","967.64","969.89","954.51","319.06M","-0.18%"
"Aug 17, 2016","960.37","955.27","966.33","952.62","359.78M","0.59%"
"Aug 16, 2016","954.77","966.97","968.81","953.74","406.86M","-0.81%"
"Aug 15, 2016","962.58","966.60","970.41","959.65","302.48M","0.22%"
"Aug 12, 2016","960.46","974.40","975.34","957.49","421.12M","-1.08%"
"Aug 11, 2016","970.94","959.04","971.29","954.91","438.85M","1.38%"
"Aug 10, 2016","957.68","966.37","967.49","952.14","518.95M","-0.70%"
"Aug 09, 2016","964.47","956.87","968.93","954.25","767.87M","0.92%"
"Aug 08, 2016","955.65","951.16","957.87","945.24","492.20M","2.36%"
"Aug 05, 2016","933.60","936.44","941.91","920.79","408.55M","-0.02%"
"Aug 04, 2016","933.78","915.69","933.93","908.75","531.67M","2.27%"
"Aug 03, 2016","913.06","926.72","928.56","908.21","391.30M","-1.65%"
"Aug 02, 2016","928.36","939.57","942.20","928.36","421.96M","-1.24%"
"Aug 01, 2016","940.02","934.72","942.09","934.02","374.50M","1.66%"
"Jul 29, 2016","924.66","922.79","927.68","912.12","390.95M","0.27%"
"Jul 28, 2016","922.16","926.45","931.79","917.61","425.84M","0.10%"
"Jul 27, 2016","921.20","908.06","921.29","905.29","420.83M","1.83%"
"Jul 26, 2016","904.62","918.30","918.96","898.63","455.80M","-0.69%"
"Jul 25, 2016","910.89","891.27","913.92","890.15","505.93M","3.18%"
"Jul 22, 2016","882.80","897.52","897.52","867.07","653.09M","-0.00%"
"Jul 21, 2016","882.84","917.09","917.09","882.33","773.18M","-4.56%"
"Jul 20, 2016","925.03","944.65","949.21","921.33","690.83M","-1.64%"
"Jul 19, 2016","940.50","942.28","967.27","937.95","857.43M","-1.22%"
"Jul 18, 2016","952.11","996.56","1,000.88","933.23","992.05M","-6.71%"
"Jul 15, 2016","1,020.55","1,015.93","1,020.55","1,013.51","366.89M","0.18%"
"Jul 14, 2016","1,018.68","1,007.94","1,020.21","1,005.18","490.86M","1.67%"
"Jul 13, 2016","1,001.95","1,001.73","1,006.65","997.11","539.57M","0.11%"
"Jul 12, 2016","1,000.88","976.71","1,000.88","974.99","660.23M","2.65%"
"Jul 11, 2016","975.03","967.13","976.03","967.13","397.58M","1.65%"
"Jul 08, 2016","959.22","961.57","963.79","954.78","298.47M","-0.53%"
"Jul 04, 2016","964.36","961.65","964.36","959.71","88.90M","0.48%"
"Jul 01, 2016","959.73","950.33","960.33","950.33","302.67M","1.52%"
"Jun 30, 2016","945.35","947.81","953.38","941.26","387.21M","0.02%"
"Jun 29, 2016","945.15","947.32","954.32","941.71","534.58M","-0.46%"
"Jun 28, 2016","949.50","935.70","951.64","935.70","444.23M","2.45%"
"Jun 27, 2016","926.81","931.21","936.70","922.48","503.72M","-0.38%"
"Jun 24, 2016","930.34","915.93","932.78","914.71","485.83M","-3.45%"
"Jun 23, 2016","963.62","957.05","968.14","952.81","434.22M","1.05%"
"Jun 22, 2016","953.64","958.04","962.25","951.16","293.56M","-0.26%"
"Jun 21, 2016","956.09","956.17","962.71","953.00","399.15M","0.02%"
"Jun 20, 2016","955.93","941.96","956.16","941.29","342.91M","2.97%"
"Jun 17, 2016","928.35","926.01","932.68","920.66","329.69M","1.18%"
"Jun 16, 2016","917.49","932.06","935.29","917.49","269.71M","-2.09%"
"Jun 15, 2016","937.06","938.01","941.88","934.26","332.64M","0.66%"
"Jun 14, 2016","930.96","940.13","942.77","926.71","461.83M","-1.15%"
"Jun 13, 2016","941.76","938.88","942.12","926.56","396.17M","-0.29%"
"Jun 10, 2016","944.48","953.88","956.36","942.46","351.42M","-1.01%"
"Jun 09, 2016","954.09","968.89","970.42","953.37","385.10M","-1.53%"
"Jun 08, 2016","968.92","962.32","972.09","953.75","434.34M","0.95%"
"Jun 07, 2016","959.79","970.70","976.88","958.01","471.29M","-0.60%"
"Jun 06, 2016","965.55","964.89","970.89","962.26","327.96M","0.57%"
"Jun 03, 2016","960.11","939.51","965.06","938.26","436.71M","2.58%"
"Jun 02, 2016","935.97","948.97","951.45","935.05","318.58M","-1.07%"
"Jun 01, 2016","946.10","956.10","957.91","945.65","379.52M","-0.93%"
"May 31, 2016","955.01","969.63","971.63","955.01","475.11M","-0.92%"
"May 30, 2016","963.91","955.27","968.29","955.27","236.75M","0.77%"
"May 27, 2016","956.57","957.38","962.69","953.20","316.74M","0.02%"
"May 26, 2016","956.37","959.98","963.84","950.61","490.93M","-0.81%"
"May 25, 2016","964.16","975.16","981.20","963.87","484.98M","-1.13%"
"May 24, 2016","975.22","936.14","976.07","935.33","741.88M","3.79%"
"May 23, 2016","939.57","935.66","942.39","931.26","351.77M","0.64%"
"May 20, 2016","933.55","945.09","948.65","932.80","505.29M","-1.29%"
"May 18, 2016","945.77","943.14","950.27","935.89","522.39M","-0.07%"
"May 17, 2016","946.42","948.57","952.83","935.91","469.30M","0.41%"
"May 16, 2016","942.58","954.10","957.60","938.03","334.64M","-1.02%"
"May 13, 2016","952.34","953.64","962.41","948.70","457.34M","-0.65%"
"May 12, 2016","958.53","968.79","975.27","957.91","493.99M","-1.02%"
"May 11, 2016","968.36","967.04","970.55","955.27","475.58M","0.27%"
"May 10, 2016","965.76","968.42","973.96","960.16","484.42M","-0.20%"
"May 09, 2016","967.71","967.58","977.10","965.41","454.97M","0.84%"
"May 06, 2016","959.67","965.03","965.78","944.88","728.60M","-0.52%"
"May 05, 2016","964.72","954.70","980.68","951.50","808.61M","-0.98%"
"May 04, 2016","974.29","994.74","995.60","970.62","727.66M","-2.14%"
"May 03, 2016","995.59","1,033.79","1,035.85","993.12","652.12M","-3.30%"
"May 02, 2016","1,029.58","1,046.74","1,047.12","1,029.21","311.18M","-1.76%"
"Apr 29, 2016","1,047.99","1,050.46","1,052.29","1,041.23","355.85M","-0.15%"
"Apr 28, 2016","1,049.57","1,048.59","1,050.96","1,039.18","498.54M","0.19%"
"Apr 27, 2016","1,047.53","1,055.07","1,058.58","1,046.14","404.71M","-0.56%"
"Apr 26, 2016","1,053.47","1,047.60","1,056.23","1,043.90","537.83M","0.84%"
"Apr 25, 2016","1,044.74","1,051.71","1,054.88","1,043.11","393.15M","-0.99%"
"Apr 22, 2016","1,055.23","1,055.02","1,056.26","1,046.69","430.28M","0.21%"
"Apr 21, 2016","1,052.98","1,055.37","1,062.17","1,045.31","459.64M","0.26%"
"Apr 20, 2016","1,050.22","1,054.73","1,067.32","1,046.57","719.71M","-0.76%"
"Apr 19, 2016","1,058.27","1,062.60","1,064.03","1,052.41","504.08M","-0.08%"
"Apr 18, 2016","1,059.12","1,043.57","1,059.90","1,041.13","562.39M","0.97%"
"Apr 15, 2016","1,048.95","1,054.66","1,057.55","1,038.27","466.61M","-0.34%"
"Apr 14, 2016","1,052.56","1,051.55","1,058.29","1,045.84","619.89M","0.14%"
"Apr 13, 2016","1,051.13","1,029.66","1,052.60","1,027.33","637.59M","2.62%"
"Apr 12, 2016","1,024.26","1,026.76","1,034.23","1,017.92","551.46M","-0.48%"
"Apr 11, 2016","1,029.25","1,010.83","1,031.05","1,006.49","551.74M","1.92%"
"Apr 08, 2016","1,009.89","995.47","1,010.95","988.16","442.12M","1.81%"
"Apr 07, 2016","991.92","1,003.38","1,006.42","990.73","412.41M","-0.52%"
"Apr 06, 2016","997.07","1,016.98","1,018.05","997.07","498.26M","-2.06%"
"Apr 05, 2016","1,018.03","1,026.04","1,026.68","1,011.19","466.17M","-1.10%"
"Apr 04, 2016","1,029.35","1,015.95","1,029.35","1,012.85","460.13M","1.86%"
"Apr 01, 2016","1,010.56","1,019.88","1,020.73","1,004.45","451.66M","-1.26%"
"Mar 31, 2016","1,023.49","1,019.68","1,025.97","1,013.81","490.81M","0.35%"
"Mar 30, 2016","1,019.93","1,013.84","1,022.68","1,012.75","509.30M","1.43%"
"Mar 29, 2016","1,005.55","1,005.67","1,013.43","1,002.76","434.37M","0.39%"
"Mar 28, 2016","1,001.63","1,003.79","1,006.67","994.79","254.48M","-0.02%"
"Mar 25, 2016","1,001.84","1,003.22","1,007.72","1,001.19","193.35M","-0.10%"
"Mar 24, 2016","1,002.85","989.06","1,003.68","986.51","613.36M","1.29%"
"Mar 23, 2016","990.12","1,004.74","1,006.75","987.21","704.04M","-1.76%"
"Mar 22, 2016","1,007.85","1,020.84","1,020.84","997.38","863.58M","-2.02%"
"Mar 21, 2016","1,028.59","1,021.23","1,030.45","1,016.30","619.08M","0.50%"
"Mar 18, 2016","1,023.43","1,003.85","1,023.43","1,000.39","609.36M","2.06%"
"Mar 17, 2016","1,002.79","990.35","1,003.13","989.15","606.28M","2.79%"
"Mar 16, 2016","975.53","974.67","978.89","963.99","469.55M","0.29%"
"Mar 15, 2016","972.67","986.36","986.49","969.08","553.76M","-1.45%"
"Mar 14, 2016","987.03","976.46","987.21","976.03","479.18M","0.88%"
"Mar 11, 2016","978.44","980.09","980.70","969.68","525.67M","0.57%"
"Mar 10, 2016","972.93","969.16","981.16","965.00","717.24M","0.53%"
"Mar 09, 2016","967.81","953.02","967.81","949.52","542.36M","1.47%"
"Mar 08, 2016","953.80","947.25","959.64","945.58","583.44M","0.39%"
"Mar 07, 2016","950.14","949.79","957.64","945.87","534.92M","0.22%"
"Mar 04, 2016","948.03","944.76","948.13","934.86","543.95M","0.49%"
"Mar 03, 2016","943.37","946.18","952.35","938.54","516.68M","0.07%"
"Mar 02, 2016","942.69","942.22","946.44","937.50","500.97M","1.00%"
"Mar 01, 2016","933.39","934.14","937.25","929.64","419.03M","0.10%"
"Feb 29, 2016","932.45","918.23","934.55","914.10","502.72M","1.21%"
"Feb 26, 2016","921.30","929.22","935.12","919.92","485.32M","-0.36%"
"Feb 25, 2016","924.62","916.21","928.54","913.30","535.59M","1.61%"
"Feb 24, 2016","909.96","929.00","930.23","907.82","536.66M","-1.84%"
"Feb 23, 2016","927.06","916.97","930.99","914.43","620.20M","0.96%"
"Feb 22, 2016","918.21","904.18","918.21","902.72","455.76M","2.49%"
"Feb 19, 2016","895.89","901.94","902.07","891.63","409.11M","-0.75%"
"Feb 18, 2016","902.65","893.30","902.65","888.19","520.79M","0.94%"
"Feb 17, 2016","894.25","870.93","895.11","867.30","570.33M","2.66%"
"Feb 16, 2016","871.05","879.09","882.61","869.27","462.76M","-0.18%"
"Feb 15, 2016","872.60","873.91","879.89","851.68","619.21M","0.34%"
"Feb 12, 2016","869.61","875.99","878.17","869.19","513.15M","-0.10%"
"Feb 11, 2016","870.47","871.10","873.62","856.16","684.95M","-0.83%"
"Feb 10, 2016","877.78","878.53","885.46","866.77","559.44M","0.27%"
"Feb 09, 2016","875.40","875.49","880.03","862.02","680.89M","-0.76%"
"Feb 08, 2016","882.11","913.31","915.71","882.08","653.03M","-3.07%"
"Feb 05, 2016","910.03","913.70","917.34","907.61","465.50M","-0.45%"
"Feb 04, 2016","914.10","908.93","916.57","906.31","615.60M","1.85%"
"Feb 03, 2016","897.50","881.98","902.19","879.60","591.71M","1.24%"
"Feb 02, 2016","886.50","901.65","904.69","886.50","503.94M","-1.44%"
"Feb 01, 2016","899.46","900.05","900.31","890.60","418.25M","-0.11%"
"Jan 29, 2016","900.41","895.16","900.41","894.96","527.94M","1.65%"
